"lake1","lake2","weighted_mean","lake1_fish","lake2_fish","nsp","St","n.comm","q","M.beta","M.beta.prime","Ht.beta","qDT.beta","qDTM.beta"
"47aaron","heron",0.325300581021972,1,1,8,14,2,1,0.0954074921557757,0.190814984311551,2,2,1.19081498431155
"47aaron","hidden",0.216037657387023,1,1,10,16,2,1,0.0448363986319517,0.0896727972639034,2,2,1.0896727972639
"47aaron","island",0.0810559883536048,1,1,12,18,2,1,0.0047271444938231,0.00945428898764621,2,2,1.00945428898765
"47aaron","jordan",0.439831011599325,1,0,11,13,2,1,0.117917400318951,0.235834800637903,2,2,1.2358348006379
"47aaron","kagevah",0.438674128627249,1,1,9,11,2,1,0.158915635309634,0.317831270619268,2,2,1.31783127061927
"47aaron","lake_37",0.225825479983552,1,1,10,13,2,1,0.0745187648720922,0.149037529744184,2,2,1.14903752974418
"47aaron","lake_below_tb",0.320530987902685,1,1,10,12,2,1,0.0882574067355852,0.17651481347117,2,2,1.17651481347117
"47aaron","lightening",0.404865981061993,1,0,11,14,2,1,0.131788346268811,0.263576692537621,2,2,1.26357669253762
"47aaron","lindsey",0.436995507306269,1,0,12,15,2,1,0.118805419246698,0.237610838493396,2,2,1.2376108384934
"47aaron","little_island",0.239904723676194,1,1,10,16,2,1,0.0614976785320359,0.122995357064072,2,2,1.12299535706407
"47aaron","little_loch_ness",0.654734451693444,1,0,9,12,2,1,0.21872828229516,0.437456564590319,2,2,1.43745656459032
"47aaron","little_mtnsheep",0.669598744504142,1,0,10,12,2,1,0.218527704966972,0.437055409933944,2,2,1.43705540993394
"47aaron","little_seneca",0.314123060575426,1,1,8,13,2,1,0.0959208625900103,0.191841725180021,2,2,1.19184172518002
"47aaron","little_tayo",0.734335836767096,1,1,10,12,2,1,0.290635916414882,0.581271832829763,2,2,1.58127183282976
"47aaron","lonesome",0.12256939775338,1,1,9,14,2,1,0.0136577487128139,0.0273154974256279,2,2,1.02731549742563
"47aaron","lower_deepcreek",0.100737056532566,1,1,11,15,2,1,0.0111679725976395,0.022335945195279,2,2,1.02233594519528
"47aaron","lower_ice",0.151574683517045,1,1,9,14,2,1,0.0219073755625332,0.0438147511250664,2,2,1.04381475112507
"47aaron","lower_indian",0.579788717781222,1,0,10,11,2,1,0.167808132281267,0.335616264562534,2,2,1.33561626456253
"47aaron","lower_twin",0.484445791212066,1,1,9,13,2,1,0.149557061577503,0.299114123155006,2,2,1.29911412315501
"47aaron","lower_windy",0.149351859966682,1,1,8,13,2,1,0.0201531786254027,0.0403063572508053,2,2,1.04030635725081
"47aaron","lucia",0.355870417635986,1,0,10,13,2,1,0.0982358676917398,0.19647173538348,2,2,1.19647173538348
"47aaron","mid_deepcreek",0.474005244600227,1,1,12,16,2,1,0.134144723754062,0.268289447508124,2,2,1.26828944750812
"47aaron","mid_indian",0.770266750087917,1,0,11,13,2,1,0.322511058812418,0.645022117624837,2,2,1.64502211762484
"47aaron","miller",0.0508464015942029,1,1,9,15,2,1,0.00468145278050012,0.00936290556100023,2,2,1.009362905561
"47aaron","mountain_sheep",0.217377802524276,1,1,8,13,2,1,0.077969075221371,0.155938150442742,2,2,1.15593815044274
"47aaron","west_noname",0.285268174701404,1,1,10,14,2,1,0.0866608620347167,0.173321724069433,2,2,1.17332172406943
"47aaron","no_trowel",0.196000483856715,1,0,9,13,2,1,0.0599149310186988,0.119829862037398,2,2,1.1198298620374
"47aaron","north",0.228541655503113,1,1,9,14,2,1,0.0616300094581748,0.12326001891635,2,2,1.12326001891635
"47aaron","north_blue",0.195590361267486,1,1,10,15,2,1,0.0588823462942647,0.117764692588529,2,2,1.11776469258853
"47aaron","north_jaide",0.229864591997216,1,0,11,14,2,1,0.080233069443813,0.160466138887626,2,2,1.16046613888763
"47aaron","paintbrush",0.345081802019501,1,0,10,12,2,1,0.0997306707401352,0.19946134148027,2,2,1.19946134148027
"47aaron","palmer",0.269042114803905,1,1,8,14,2,1,0.0787342749475424,0.157468549895085,2,2,1.15746854989508
"47aaron","pass",0.397156274093898,1,0,10,14,2,1,0.138713829464477,0.277427658928953,2,2,1.27742765892895
"47aaron","rainbow",0.104755245786189,1,1,9,13,2,1,0.0101727740208672,0.0203455480417344,2,2,1.02034554804173
"47aaron","rapid",0.187136148219597,1,1,8,13,2,1,0.0347407629783793,0.0694815259567586,2,2,1.06948152595676
"47aaron","sad_shrimp",0.223346716200518,1,0,11,15,2,1,0.0648397548510828,0.129679509702166,2,2,1.12967950970217
"47aaron","shoal",0.143441532002852,1,1,7,13,2,1,0.0307525804146885,0.0615051608293771,2,2,1.06150516082938
"47aaron","sonnicant",0.130277034027718,1,1,12,17,2,1,0.0148100736389994,0.0296201472779988,2,2,1.029620147278
"47aaron","south_jaide",0.28684772844846,1,0,10,12,2,1,0.0802349003653533,0.160469800730707,2,2,1.16046980073071
"47aaron","spider",0.358176331209657,1,1,12,17,2,1,0.108763382258883,0.217526764517767,2,2,1.21752676451777
"47aaron","summit",0.0913218631400644,1,1,9,15,2,1,0.0090060414195234,0.0180120828390468,2,2,1.01801208283905
"47aaron","tayo",0.770445857329809,1,1,11,13,2,1,0.284445047228112,0.568890094456224,2,2,1.56889009445622
"47aaron","temple",0.0857908568514813,1,1,10,15,2,1,0.010815057513394,0.0216301150267881,2,2,1.02163011502679
"47aaron","timberline",0.436579412692253,1,0,10,13,2,1,0.130759560533954,0.261519121067909,2,2,1.26151912106791
"47aaron","upper_black_joe",0.133019097096281,1,1,9,14,2,1,0.0166093198005627,0.0332186396011254,2,2,1.03321863960113
"47aaron","upper_ice",0.50794475078726,1,0,11,14,2,1,0.141598663269178,0.283197326538355,2,2,1.28319732653836
"47aaron","upper_indian",0.453058746005209,1,0,11,14,2,1,0.124873439660839,0.249746879321678,2,2,1.24974687932168
"47aaron","upper_jean",0.331360850438779,1,1,10,16,2,1,0.0947971994179339,0.189594398835868,2,2,1.18959439883587
"47aaron","upper_lost",0.432243748648588,1,0,10,13,2,1,0.119096957791029,0.238193915582059,2,2,1.23819391558206
"47aaron","upper_spider",0.424544033454441,1,0,11,16,2,1,0.125911693293453,0.251823386586907,2,2,1.25182338658691
"47aaron","upper_toadstool",0.170194490603225,1,1,9,15,2,1,0.0341960401624526,0.0683920803249052,2,2,1.06839208032491
"47aaron","upper_twin",0.29325867971757,1,1,8,11,2,1,0.0806691289898309,0.161338257979662,2,2,1.16133825797966
"47aaron","walled",0.297700680087491,1,0,10,12,2,1,0.0785816822883757,0.157163364576751,2,2,1.15716336457675
"47aaron","warbonnet",0.233627430689619,1,1,8,13,2,1,0.0926851854165214,0.185370370833043,2,2,1.18537037083304
"47aaron","waterfall",0.312530917115711,1,1,10,13,2,1,0.087398907442789,0.174797814885578,2,2,1.17479781488558
"47aaron","west_mtlester",0.588733256177809,1,0,10,12,2,1,0.182412633689721,0.364825267379443,2,2,1.36482526737944
"47aaron","windy",0.322760110583613,1,1,12,15,2,1,0.0830159018962717,0.166031803792543,2,2,1.16603180379254
"47aaron","zigzag",0.276952701925948,1,1,10,12,2,1,0.0733647810630632,0.146729562126126,2,2,1.14672956212613
"annika","47aaron",0.429024992782834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"annika","arrowhead",0.572512706160749,0,0,9,15,2,1,0.188448644706819,0.376897289413638,2,2,1.37689728941364
"annika","bap",0.496614211254667,0,0,10,13,2,1,0.150599089189587,0.301198178379175,2,2,1.30119817837917
"annika","bffl",0.716856919094353,0,0,9,13,2,1,0.26639571556254,0.53279143112508,2,2,1.53279143112508
"annika","west_bear",0.261546872085363,0,0,9,16,2,1,0.0746052185461125,0.149210437092225,2,2,1.14921043709222
"annika","big_sandy",0.29254387269489,0,1,12,18,2,1,0.0895591917812654,0.179118383562531,2,2,1.17911838356253
"annika","big_stough",0.0367927976307286,0,1,9,16,2,1,0.000767345506271647,0.00153469101254329,2,2,1.00153469101254
"annika","black_joe",0.379711152252344,0,1,10,14,2,1,0.115285729043417,0.230571458086834,2,2,1.23057145808683
"annika","blackrock",0.240606139794073,0,1,10,15,2,1,0.0754865625517876,0.150973125103575,2,2,1.15097312510358
"annika","blue",0.46635734475211,0,1,12,17,2,1,0.188170580324344,0.376341160648687,2,2,1.37634116064869
"annika","bluebell",0.412853799170391,0,1,9,14,2,1,0.153423596796166,0.306847193592332,2,2,1.30684719359233
"annika","boot",0.439124416617652,0,1,11,16,2,1,0.161312316678818,0.322624633357637,2,2,1.32262463335764
"annika","boulder",0.343652421130003,0,0,9,14,2,1,0.139020984165692,0.278041968331384,2,2,1.27804196833138
"annika","btwn_wrbnt_bldr",0.421683155083917,0,0,11,19,2,1,0.153144475640306,0.306288951280611,2,2,1.30628895128061
"annika","canyon",0.364898504489061,0,0,9,12,2,1,0.111759593793307,0.223519187586614,2,2,1.22351918758661
"annika","casey",0.341546101668046,0,0,10,15,2,1,0.0973637783357356,0.194727556671471,2,2,1.19472755667147
"annika","clear",0.43481730841875,0,1,12,17,2,1,0.165272180893127,0.330544361786254,2,2,1.33054436178625
"annika","cliff",0.320575483508588,0,0,10,16,2,1,0.110339493752047,0.220678987504095,2,2,1.22067898750409
"annika","crater",0.538958591406282,0,0,9,15,2,1,0.225984907102841,0.451969814205683,2,2,1.45196981420568
"annika","cutthroat_stough",0.568987724205726,0,1,9,11,2,1,0.151628340043075,0.30325668008615,2,2,1.30325668008615
"annika","cutthroat_newfork",0.401261046855154,0,1,12,17,2,1,0.147428067187113,0.294856134374227,2,2,1.29485613437423
"annika","darren",0.027763688621328,0,1,9,14,2,1,0.00049980998645087,0.000999619972901741,2,2,1.0009996199729
"annika","deep",0.178425577630788,0,1,11,16,2,1,0.0322403903560334,0.0644807807120668,2,2,1.06448078071207
"annika","dipper",0.438881711910294,0,1,11,16,2,1,0.166964634910621,0.333929269821242,2,2,1.33392926982124
"annika","dome",0.19755415579367,0,1,13,18,2,1,0.0413574800453388,0.0827149600906777,2,2,1.08271496009068
"annika","east_bear",0.743799560485959,0,0,10,15,2,1,0.285846712259002,0.571693424518004,2,2,1.571693424518
"annika","east_noname",0.23503435048815,0,1,10,16,2,1,0.08126040861502,0.16252081723004,2,2,1.16252081723004
"annika","elephant_head",0.176725698504545,0,0,11,16,2,1,0.0181867783923065,0.0363735567846129,2,2,1.03637355678461
"annika","elk",0.362670519922209,0,1,11,19,2,1,0.140433010804048,0.280866021608096,2,2,1.2808660216081
"annika","eyrie",0.659211588726431,0,0,9,13,2,1,0.223271377069602,0.446542754139205,2,2,1.4465427541392
"annika","final",0.407895978201833,0,1,10,15,2,1,0.127750980380261,0.255501960760522,2,2,1.25550196076052
"annika","footprint",0.425531761444142,0,1,9,14,2,1,0.146419498913347,0.292838997826693,2,2,1.29283899782669
"annika","fox",0.415267035031096,0,0,10,16,2,1,0.120152242053844,0.240304484107688,2,2,1.24030448410769
"annika","frozen1",0.172685338274541,0,0,11,15,2,1,0.0445317352867394,0.0890634705734787,2,2,1.08906347057348
"annika","frozen2",0.326452466343351,0,0,10,16,2,1,0.100522868403942,0.201045736807885,2,2,1.20104573680789
"annika","heebeecheechee",0.265509654489299,0,1,14,20,2,1,0.0619657154343754,0.123931430868751,2,2,1.12393143086875
"annika","heron",0.112788267945552,0,1,11,16,2,1,0.010077364966979,0.0201547299339579,2,2,1.02015472993396
"annika","hidden",0.544862383701788,0,1,13,18,2,1,0.19390064412052,0.387801288241039,2,2,1.38780128824104
"annika","island",0.418686869843236,0,1,13,20,2,1,0.147091284505336,0.294182569010672,2,2,1.29418256901067
"annika","jordan",0.421767202524682,0,0,10,15,2,1,0.138571978296461,0.277143956592922,2,2,1.27714395659292
"annika","kagevah",0.0255751694207528,0,1,10,13,2,1,0.00067159045960872,0.00134318091921744,2,2,1.00134318091922
"annika","lake_37",0.405162400453441,0,1,9,15,2,1,0.165201158908842,0.330402317817684,2,2,1.33040231781768
"annika","lake_below_tb",0.156000176442943,0,1,10,14,2,1,0.0257936810163862,0.0515873620327725,2,2,1.05158736203277
"annika","lightening",0.0645876296487666,0,0,9,16,2,1,0.0045923343334114,0.0091846686668228,2,2,1.00918466866682
"annika","lindsey",0.414030106814225,0,0,10,17,2,1,0.116537620483992,0.233075240967984,2,2,1.23307524096798
"annika","little_island",0.288432037432228,0,1,13,18,2,1,0.0683247154914946,0.136649430982989,2,2,1.13664943098299
"annika","little_loch_ness",0.532233733876602,0,0,9,14,2,1,0.181998561185565,0.36399712237113,2,2,1.36399712237113
"annika","little_mtnsheep",0.554438386373637,0,0,10,14,2,1,0.173286855270063,0.346573710540127,2,2,1.34657371054013
"annika","little_seneca",0.163351098876625,0,1,11,15,2,1,0.0215043366166463,0.0430086732332926,2,2,1.04300867323329
"annika","little_tayo",0.68519986310842,0,1,9,14,2,1,0.272391133102198,0.544782266204397,2,2,1.5447822662044
"annika","lonesome",0.47121434188781,0,1,11,16,2,1,0.193630925640897,0.387261851281794,2,2,1.38726185128179
"annika","lower_deepcreek",0.374854060936411,0,1,11,17,2,1,0.121399702329489,0.242799404658979,2,2,1.24279940465898
"annika","lower_ice",0.516636786022874,0,1,9,16,2,1,0.231957370730308,0.463914741460616,2,2,1.46391474146062
"annika","lower_indian",0.579544401576936,0,0,9,13,2,1,0.183025051616086,0.366050103232172,2,2,1.36605010323217
"annika","lower_twin",0.588609353620913,0,1,10,15,2,1,0.206754782501808,0.413509565003616,2,2,1.41350956500362
"annika","lower_windy",0.51568355722839,0,1,10,15,2,1,0.223870773999676,0.447741547999352,2,2,1.44774154799935
"annika","lucia",0.167675924465197,0,0,9,15,2,1,0.0368230625298477,0.0736461250596954,2,2,1.0736461250597
"annika","mid_deepcreek",0.377239789276845,0,1,11,18,2,1,0.0865161678616702,0.17303233572334,2,2,1.17303233572334
"annika","mid_indian",0.722661529936132,0,0,9,15,2,1,0.31122959116335,0.622459182326701,2,2,1.6224591823267
"annika","miller",0.409105442163287,0,1,11,17,2,1,0.146871655887638,0.293743311775276,2,2,1.29374331177528
"annika","mountain_sheep",0.385211956667331,0,1,10,15,2,1,0.159121697568699,0.318243395137398,2,2,1.3182433951374
"annika","west_noname",0.245114164717242,0,1,11,16,2,1,0.0802372530508899,0.16047450610178,2,2,1.16047450610178
"annika","no_trowel",0.302139298221724,0,0,9,15,2,1,0.104831367461328,0.209662734922655,2,2,1.20966273492266
"annika","north",0.311812191385119,0,1,11,16,2,1,0.106544184111754,0.213088368223508,2,2,1.21308836822351
"annika","north_blue",0.423978319255481,0,1,11,17,2,1,0.168733581111394,0.337467162222787,2,2,1.33746716222279
"annika","north_jaide",0.337155656917523,0,0,11,16,2,1,0.131180696836441,0.262361393672882,2,2,1.26236139367288
"annika","paintbrush",0.159118376084681,0,0,9,14,2,1,0.057855185379746,0.115710370759492,2,2,1.11571037075949
"annika","palmer",0.445783393338009,0,1,11,16,2,1,0.185385542199636,0.370771084399272,2,2,1.37077108439927
"annika","pass",0.0347483831838021,0,0,10,16,2,1,0.00120627648085615,0.0024125529617123,2,2,1.00241255296171
"annika","rainbow",0.416246324459265,0,1,9,15,2,1,0.145510759681156,0.291021519362311,2,2,1.29102151936231
"annika","rapid",0.294013132478301,0,1,10,15,2,1,0.0859025555835411,0.171805111167082,2,2,1.17180511116708
"annika","sad_shrimp",0.338106038316396,0,0,10,17,2,1,0.109895029215926,0.219790058431852,2,2,1.21979005843185
"annika","shoal",0.345549661736426,0,1,10,15,2,1,0.105786399330828,0.211572798661656,2,2,1.21157279866166
"annika","sonnicant",0.355126428185911,0,1,13,19,2,1,0.108211551214524,0.216423102429049,2,2,1.21642310242905
"annika","south_jaide",0.16334142709997,0,0,9,14,2,1,0.026635349799292,0.053270699598584,2,2,1.05327069959858
"annika","spider",0.0720613940637171,0,1,11,19,2,1,0.00426094759628869,0.00852189519257738,2,2,1.00852189519258
"annika","summit",0.41724436646783,0,1,12,17,2,1,0.155133146159753,0.310266292319506,2,2,1.31026629231951
"annika","tayo",0.698776402548672,0,1,10,15,2,1,0.267932985252123,0.535865970504247,2,2,1.53586597050425
"annika","temple",0.485527562941098,0,1,10,17,2,1,0.205493222064785,0.410986444129569,2,2,1.41098644412957
"annika","timberline",0.233752483663993,0,0,9,15,2,1,0.0339767226262946,0.0679534452525892,2,2,1.06795344525259
"annika","upper_black_joe",0.508330697410548,0,1,11,16,2,1,0.224170864117447,0.448341728234895,2,2,1.44834172823489
"annika","upper_ice",0.504627294394946,0,0,10,16,2,1,0.172335450806031,0.344670901612061,2,2,1.34467090161206
"annika","upper_indian",0.468822337073249,0,0,10,16,2,1,0.168338906536698,0.336677813073396,2,2,1.3366778130734
"annika","upper_jean",0.100371571114397,0,1,11,18,2,1,0.00832835604340985,0.0166567120868197,2,2,1.01665671208682
"annika","upper_lost",0.425829176311258,0,0,9,15,2,1,0.150605449327954,0.301210898655909,2,2,1.30121089865591
"annika","upper_spider",0.189543295599314,0,0,9,18,2,1,0.02295219251007,0.04590438502014,2,2,1.04590438502014
"annika","upper_toadstool",0.380556399637917,0,1,11,17,2,1,0.138496018518087,0.276992037036174,2,2,1.27699203703617
"annika","upper_twin",0.236514037445074,0,1,9,13,2,1,0.062770480086764,0.125540960173528,2,2,1.12554096017353
"annika","walled",0.521249972139584,0,0,10,14,2,1,0.170021132203947,0.340042264407895,2,2,1.34004226440789
"annika","warbonnet",0.39567858112246,0,1,10,15,2,1,0.174400093850582,0.348800187701163,2,2,1.34880018770116
"annika","waterfall",0.122647502843439,0,1,9,15,2,1,0.0182627072202177,0.0365254144404354,2,2,1.03652541444044
"annika","west_mtlester",0.594927053834898,0,0,9,14,2,1,0.208687252902112,0.417374505804223,2,2,1.41737450580422
"annika","windy",0.369310133059803,0,1,11,17,2,1,0.127867359220083,0.255734718440167,2,2,1.25573471844017
"annika","zigzag",0.382486550270999,0,1,9,14,2,1,0.126887433375746,0.253774866751491,2,2,1.25377486675149
"arrowhead","47aaron",0.701798383284038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arrowhead","annika",0.572512706160749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arrowhead","bap",0.25729123326608,0,0,7,10,2,1,0.0410997576990186,0.0821995153980371,2,2,1.08219951539804
"arrowhead","bffl",0.150299849685166,0,0,6,10,2,1,0.0141395170804609,0.0282790341609219,2,2,1.02827903416092
"arrowhead","west_bear",0.39680456146012,0,0,7,13,2,1,0.0721293984328076,0.144258796865615,2,2,1.14425879686562
"arrowhead","big_sandy",0.666979520000975,0,1,11,15,2,1,0.19672601750665,0.393452035013299,2,2,1.3934520350133
"arrowhead","big_stough",0.604991836248281,0,1,8,13,2,1,0.210177186137115,0.42035437227423,2,2,1.42035437227423
"arrowhead","black_joe",0.703363428662133,0,1,8,11,2,1,0.242430466418693,0.484860932837385,2,2,1.48486093283739
"arrowhead","blackrock",0.652029043339324,0,1,8,12,2,1,0.207712116941555,0.41542423388311,2,2,1.41542423388311
"arrowhead","blue",0.738064094534885,0,1,10,14,2,1,0.27142224123741,0.54284448247482,2,2,1.54284448247482
"arrowhead","bluebell",0.619275464957585,0,1,7,11,2,1,0.200370819856923,0.400741639713846,2,2,1.40074163971385
"arrowhead","boot",0.690706685510211,0,1,10,13,2,1,0.235319230477712,0.470638460955424,2,2,1.47063846095542
"arrowhead","boulder",0.612354568072578,0,0,7,11,2,1,0.205247244549973,0.410494489099947,2,2,1.41049448909995
"arrowhead","btwn_wrbnt_bldr",0.349032171756657,0,0,10,16,2,1,0.0874541021460055,0.174908204292011,2,2,1.17490820429201
"arrowhead","canyon",0.483886082139497,0,0,7,9,2,1,0.131385436525028,0.262770873050055,2,2,1.26277087305006
"arrowhead","casey",0.532733044597831,0,0,8,12,2,1,0.132292852137864,0.264585704275729,2,2,1.26458570427573
"arrowhead","clear",0.718262784442319,0,1,10,14,2,1,0.259610833161941,0.519221666323882,2,2,1.51922166632388
"arrowhead","cliff",0.637882677832136,0,0,8,13,2,1,0.200571239536375,0.40114247907275,2,2,1.40114247907275
"arrowhead","crater",0.639193237701501,0,0,6,12,2,1,0.245284073273116,0.490568146546231,2,2,1.49056814654623
"arrowhead","cutthroat_stough",0.691643448820446,0,1,6,8,2,1,0.206057502995321,0.412115005990642,2,2,1.41211500599064
"arrowhead","cutthroat_newfork",0.71871292262885,0,1,10,14,2,1,0.253522749904419,0.507045499808838,2,2,1.50704549980884
"arrowhead","darren",0.596871713083793,0,1,6,11,2,1,0.207200908010627,0.414401816021254,2,2,1.41440181602125
"arrowhead","deep",0.639914453113383,0,1,9,13,2,1,0.197556208629072,0.395112417258144,2,2,1.39511241725814
"arrowhead","dipper",0.721640591391207,0,1,9,13,2,1,0.259041796115083,0.518083592230166,2,2,1.51808359223017
"arrowhead","dome",0.550933997562471,0,1,12,15,2,1,0.155143802977348,0.310287605954695,2,2,1.3102876059547
"arrowhead","east_bear",0.650957033615956,0,0,7,12,2,1,0.194868119646682,0.389736239293364,2,2,1.38973623929336
"arrowhead","east_noname",0.71842136020426,0,1,8,13,2,1,0.251359437216173,0.502718874432347,2,2,1.50271887443235
"arrowhead","elephant_head",0.413716522649976,0,0,10,13,2,1,0.11029924659851,0.220598493197019,2,2,1.22059849319702
"arrowhead","elk",0.741967646170137,0,1,10,16,2,1,0.260144397463052,0.520288794926104,2,2,1.5202887949261
"arrowhead","eyrie",0.205663823031965,0,0,7,10,2,1,0.0711121178964211,0.142224235792842,2,2,1.14222423579284
"arrowhead","final",0.588365234373928,0,1,8,12,2,1,0.184071446900278,0.368142893800555,2,2,1.36814289380056
"arrowhead","footprint",0.707894558061839,0,1,7,11,2,1,0.259960000127874,0.519920000255748,2,2,1.51992000025575
"arrowhead","fox",0.614968174259413,0,0,9,13,2,1,0.177973639857906,0.355947279715812,2,2,1.35594727971581
"arrowhead","frozen1",0.510019959078868,0,0,8,12,2,1,0.126806841664195,0.25361368332839,2,2,1.25361368332839
"arrowhead","frozen2",0.295798429173994,0,0,7,13,2,1,0.041117806819185,0.08223561363837,2,2,1.08223561363837
"arrowhead","heebeecheechee",0.660200952866513,0,1,12,17,2,1,0.190173880713584,0.380347761427167,2,2,1.38034776142717
"arrowhead","heron",0.580934781965845,0,1,10,13,2,1,0.180793363030626,0.361586726061251,2,2,1.36158672606125
"arrowhead","hidden",0.75670471042976,0,1,11,15,2,1,0.256241027239932,0.512482054479864,2,2,1.51248205447986
"arrowhead","island",0.643047775594397,0,1,13,17,2,1,0.190698138448473,0.381396276896945,2,2,1.38139627689694
"arrowhead","jordan",0.313372935610669,0,0,7,12,2,1,0.0553666146268225,0.110733229253645,2,2,1.11073322925365
"arrowhead","kagevah",0.596264623641206,0,1,7,10,2,1,0.20697444455731,0.413948889114621,2,2,1.41394888911462
"arrowhead","lake_37",0.76621674594445,0,1,8,12,2,1,0.299775637776805,0.599551275553611,2,2,1.59955127555361
"arrowhead","lake_below_tb",0.640549700795586,0,1,7,11,2,1,0.194385980819728,0.388771961639455,2,2,1.38877196163946
"arrowhead","lightening",0.517914304906736,0,0,7,13,2,1,0.149635088394794,0.299270176789589,2,2,1.29927017678959
"arrowhead","lindsey",0.342808789306845,0,0,8,14,2,1,0.0828422379735273,0.165684475947055,2,2,1.16568447594705
"arrowhead","little_island",0.600789639406953,0,1,11,15,2,1,0.17659477177645,0.353189543552899,2,2,1.3531895435529
